Chr	start	stop	V4	V5	V6	M24C1_LSD1	M24C2_LSD1	M24D1_LSD1	M24D2_LSD1	M24G1_LSD1	M24G2_LSD1	M24Q1_LSD1	M24Q2_LSD1
chr17	77445300	77446439	LSD1_peak_7540	0	.	87	97	130	130	118	202	178	181
chr17	77446616	77446679	LSD1_peak_7541	0	.	2	2	0	4	7	2	3	2
chr17	77465037	77466089	LSD1_peak_7542	0	.	72	87	100	91	74	145	130	157
chr17	77471849	77472303	LSD1_peak_7543	0	.	26	28	25	45	50	41	41	34
chr17	77472881	77473784	LSD1_peak_7544	0	.	40	56	41	42	49	38	101	87
chr17	77474933	77474951	LSD1_peak_7545	0	.	3	2	1	7	2	5	4	3
chr17	77666844	77667422	LSD1_peak_7546	0	.	52	30	57	63	43	41	78	85
chr17	77869527	77870465	LSD1_peak_7547	0	.	98	132	123	95	128	107	133	117
chr17	77876242	77876524	LSD1_peak_7548	0	.	19	20	29	14	22	20	28	31
chr17	77881492	77882030	LSD1_peak_7549	0	.	32	44	64	60	52	60	66	59
chr17	77916661	77917268	LSD1_peak_7550	0	.	53	42	143	81	56	71	76	98
chr17	77957683	77957685	LSD1_peak_7551	0	.	0	3	0	3	1	5	1	0
chr17	78129368	78129681	LSD1_peak_7552	0	.	31	22	17	19	23	20	27	16
chr17	78129709	78130022	LSD1_peak_7553	0	.	16	25	9	32	20	21	41	17
chr17	78130049	78130091	LSD1_peak_7554	0	.	10	10	7	4	2	5	8	4
chr17	78174407	78174607	LSD1_peak_7555	0	.	13	16	18	36	12	21	17	31
chr17	78257686	78258521	LSD1_peak_7556	0	.	41	52	65	79	57	66	100	75
chr17	78329194	78329871	LSD1_peak_7557	0	.	56	56	85	75	52	78	61	85
chr17	78337361	78338108	LSD1_peak_7558	0	.	44	56	83	89	90	91	80	82
chr17	78343513	78343913	LSD1_peak_7559	0	.	31	25	30	32	20	44	53	43
chr17	78359800	78360781	LSD1_peak_7560	0	.	41	45	88	69	84	82	85	80
chr17	78375789	78375974	LSD1_peak_7561	0	.	9	13	10	7	15	23	20	13
chr17	78386315	78386740	LSD1_peak_7562	0	.	33	33	76	38	36	43	27	35
chr17	78388158	78389014	LSD1_peak_7563	0	.	72	82	123	112	60	103	111	93
chr17	78412506	78413156	LSD1_peak_7564	0	.	30	52	44	71	60	78	59	49
chr17	78591967	78592871	LSD1_peak_7565	0	.	78	107	149	136	86	113	128	129
chr17	78639248	78639527	LSD1_peak_7566	0	.	27	33	36	22	12	26	24	16
chr17	78748572	78748896	LSD1_peak_7567	0	.	21	23	38	25	36	39	28	35
chr17	78758737	78759405	LSD1_peak_7568	0	.	42	72	73	83	56	95	56	69
chr17	78778594	78779357	LSD1_peak_7569	0	.	46	63	63	37	59	79	52	61
chr17	78862612	78862914	LSD1_peak_7570	0	.	21	17	11	24	23	22	14	12
chr17	78890098	78890953	LSD1_peak_7571	0	.	41	82	87	62	70	65	96	93
chr17	78915701	78916537	LSD1_peak_7572	0	.	48	72	124	79	93	102	102	80
chr17	79796713	79796850	LSD1_peak_7573	0	.	3	4	4	3	5	13	4	12
chr17	79801007	79801311	LSD1_peak_7574	0	.	13	19	22	28	34	36	27	38
chr17	79801636	79801820	LSD1_peak_7575	0	.	10	22	41	20	29	25	34	15
chr17	79801928	79802364	LSD1_peak_7576	0	.	38	24	43	37	34	41	51	35
chr17	79837575	79837897	LSD1_peak_7577	0	.	12	22	28	35	25	37	39	25
chr17	79838015	79838370	LSD1_peak_7578	0	.	15	29	19	29	18	29	25	31
chr17	79838850	79839392	LSD1_peak_7579	0	.	15	22	28	19	13	26	38	43
chr17	79993712	79994239	LSD1_peak_7580	0	.	50	43	81	98	63	54	96	83
chr17	80092648	80093285	LSD1_peak_7581	0	.	69	45	49	66	66	76	105	78
chr17	80212936	80213406	LSD1_peak_7582	0	.	32	57	55	40	57	51	47	64
chr17	80737305	80737793	LSD1_peak_7583	0	.	45	51	82	86	53	96	80	67
chr17	80737939	80738346	LSD1_peak_7584	0	.	20	28	32	30	22	40	20	35
chr17	80891806	80892212	LSD1_peak_7585	0	.	46	38	61	46	50	66	59	39
chr17	81050189	81050701	LSD1_peak_7586	0	.	27	45	49	36	46	30	39	57
chr17	81285262	81285697	LSD1_peak_7587	0	.	14	24	28	38	38	33	53	36
chr17	81295366	81295670	LSD1_peak_7588	0	.	22	39	36	37	30	67	35	38
chr17	81326326	81326482	LSD1_peak_7589	0	.	9	11	15	18	22	23	26	14
chr17	81326506	81327546	LSD1_peak_7590	0	.	106	168	228	183	168	229	260	202
chr17	81329386	81329547	LSD1_peak_7591	0	.	8	9	14	7	8	6	6	6
chr17	81329806	81329987	LSD1_peak_7592	0	.	19	17	23	13	9	13	18	9
chr17	81343285	81343657	LSD1_peak_7593	0	.	32	26	46	31	32	38	42	51
chr17	81344107	81344559	LSD1_peak_7594	0	.	18	32	35	42	51	54	43	54
chr17	81345292	81345388	LSD1_peak_7595	0	.	4	9	8	13	8	5	19	16
chr17	81350130	81350532	LSD1_peak_7596	0	.	25	24	19	23	30	56	30	18
chr17	81363813	81363978	LSD1_peak_7597	0	.	14	26	48	44	19	33	31	24
chr17	81400124	81400709	LSD1_peak_7598	0	.	43	34	54	40	46	56	64	62
chr17	81512924	81513232	LSD1_peak_7599	0	.	24	28	30	32	30	37	31	33
chr17	81514294	81514336	LSD1_peak_7600	0	.	2	6	4	5	7	5	5	4
chr17	81514875	81515595	LSD1_peak_7601	0	.	47	78	98	90	97	78	99	81
chr17	81560960	81561442	LSD1_peak_7602	0	.	39	46	87	101	58	92	67	63
chr17	81561586	81561724	LSD1_peak_7603	0	.	11	8	9	8	16	15	17	15
chr17	81563580	81564666	LSD1_peak_7604	0	.	63	98	92	97	68	96	101	112
chr17	81598290	81598815	LSD1_peak_7605	0	.	30	42	45	29	35	56	49	48
chr17	81837490	81838812	LSD1_peak_7606	0	.	60	85	181	139	130	185	138	135
chr17	81859675	81859898	LSD1_peak_7607	0	.	10	8	24	9	14	14	25	27
chr17	81860620	81861009	LSD1_peak_7608	0	.	69	87	95	100	148	104	146	107
chr17	81921204	81921813	LSD1_peak_7609	0	.	27	26	48	33	52	34	84	44
chr17	81923669	81924242	LSD1_peak_7610	0	.	44	61	112	80	83	93	107	94
chr17	81926230	81927026	LSD1_peak_7611	0	.	36	37	37	53	43	71	86	49
chr17	81966827	81967569	LSD1_peak_7612	0	.	66	58	47	73	67	86	84	72
chr17	81967864	81968017	LSD1_peak_7613	0	.	4	2	9	7	12	12	7	13
chr17	82030895	82030954	LSD1_peak_7614	0	.	1	2	5	6	10	8	10	5
chr17	82193443	82194122	LSD1_peak_7615	0	.	34	25	55	34	41	21	51	51
chr17	82214908	82215227	LSD1_peak_7616	0	.	26	17	12	27	26	20	27	26
chr17	82216212	82216849	LSD1_peak_7617	0	.	48	37	78	76	54	62	97	73
chr17	82297557	82298197	LSD1_peak_7618	0	.	49	57	43	60	35	68	42	49
chr17	82400702	82401115	LSD1_peak_7619	0	.	20	28	59	69	35	32	60	50
chr17	82449415	82450665	LSD1_peak_7620	0	.	93	63	86	80	91	92	130	109
chr17	82458167	82458421	LSD1_peak_7621	0	.	8	4	19	23	12	26	33	7
chr17	82520535	82520946	LSD1_peak_7622	0	.	22	17	19	23	17	13	44	46
chr17	82623573	82624321	LSD1_peak_7623	0	.	61	67	112	85	95	127	70	101
chr17	82627666	82628161	LSD1_peak_7624	0	.	24	50	49	44	43	35	48	63
chr17	82836851	82837194	LSD1_peak_7625	0	.	24	13	35	30	29	28	24	30
chr17	82838091	82838624	LSD1_peak_7626	0	.	31	47	73	76	48	63	71	61
chr17	82861003	82861333	LSD1_peak_7627	0	.	33	30	28	16	20	30	42	26
chr17	83048554	83049085	LSD1_peak_7628	0	.	46	53	66	49	44	36	45	38
chr17	83053978	83054111	LSD1_peak_7629	0	.	5	5	16	15	5	17	13	15
chr17	83120294	83120735	LSD1_peak_7630	0	.	39	43	28	58	35	40	42	43
chr17	83125346	83126168	LSD1_peak_7631	0	.	50	71	105	122	68	122	144	85
chr17	83199320	83200510	LSD1_peak_7632	0	.	103	149	172	146	150	160	187	139
chr18	268372	268805	LSD1_peak_7633	0	.	11	8	18	38	34	36	41	50
chr18	703135	703455	LSD1_peak_7634	0	.	6	9	23	25	10	23	23	19
chr18	801017	801477	LSD1_peak_7635	0	.	22	18	41	40	67	52	58	39
chr18	811582	811718	LSD1_peak_7636	0	.	5	6	8	16	6	13	17	22
chr18	812849	813487	LSD1_peak_7637	0	.	57	92	118	94	80	90	53	74
chr18	2312132	2312975	LSD1_peak_7638	0	.	57	50	85	62	91	109	78	55
chr18	2347797	2348355	LSD1_peak_7639	0	.	25	23	94	50	42	44	66	52
chr18	2641806	2642133	LSD1_peak_7640	0	.	10	14	31	34	36	36	36	13
chr18	2646588	2646962	LSD1_peak_7641	0	.	17	28	42	28	42	38	40	42
chr18	2653812	2654065	LSD1_peak_7642	0	.	17	11	27	16	13	17	25	25
chr18	2656079	2656389	LSD1_peak_7643	0	.	20	22	26	35	8	31	31	29
chr18	2970988	2971522	LSD1_peak_7644	0	.	41	61	100	55	74	82	85	103
chr18	3013753	3014261	LSD1_peak_7645	0	.	30	29	44	38	52	51	58	46
chr18	3172427	3172578	LSD1_peak_7646	0	.	5	7	7	8	9	14	10	24
chr18	3178275	3179006	LSD1_peak_7647	0	.	61	51	69	50	42	72	63	66
chr18	3179285	3179576	LSD1_peak_7648	0	.	22	17	18	22	22	33	26	14
chr18	3179578	3180256	LSD1_peak_7649	0	.	49	61	66	61	59	74	55	70
chr18	3447064	3447455	LSD1_peak_7650	0	.	19	16	14	26	16	13	41	28
chr18	3450063	3450176	LSD1_peak_7651	0	.	15	9	19	9	11	9	6	12
chr18	3453724	3454134	LSD1_peak_7652	0	.	13	30	17	19	12	30	35	42
chr18	3595599	3595911	LSD1_peak_7653	0	.	27	21	24	24	9	32	19	40
chr18	3603280	3603386	LSD1_peak_7654	0	.	8	7	8	7	8	12	13	7
chr18	3604537	3605152	LSD1_peak_7655	0	.	47	50	50	86	64	74	48	65
chr18	3605543	3606064	LSD1_peak_7656	0	.	44	38	41	52	35	42	58	50
chr18	3709808	3710425	LSD1_peak_7657	0	.	23	61	18	21	34	35	48	40
chr18	3721894	3722257	LSD1_peak_7658	0	.	16	18	16	25	38	30	25	30
chr18	3747439	3747912	LSD1_peak_7659	0	.	52	60	127	58	80	88	62	60
chr18	3790704	3790975	LSD1_peak_7660	0	.	31	26	59	32	26	22	39	33
chr18	3875671	3875719	LSD1_peak_7661	0	.	5	0	3	11	10	4	7	6
chr18	3877552	3878001	LSD1_peak_7662	0	.	22	32	36	37	47	64	34	54
chr18	5440733	5441098	LSD1_peak_7663	0	.	18	18	32	34	33	23	41	32
chr18	5462179	5462680	LSD1_peak_7664	0	.	41	56	68	92	63	69	72	60
chr18	5463244	5463527	LSD1_peak_7665	0	.	18	24	21	30	15	21	34	19
chr18	5463613	5463780	LSD1_peak_7666	0	.	23	22	40	37	20	31	28	43
chr18	5463833	5464754	LSD1_peak_7667	0	.	51	54	71	101	79	101	88	93
chr18	5465621	5466730	LSD1_peak_7668	0	.	80	82	94	102	84	161	103	141
chr18	5515604	5516072	LSD1_peak_7669	0	.	19	53	35	45	48	28	59	53
chr18	5974616	5975515	LSD1_peak_7670	0	.	56	69	51	62	88	72	90	72
chr18	6256650	6257182	LSD1_peak_7671	0	.	37	35	69	40	53	49	69	66
chr18	6270172	6270621	LSD1_peak_7672	0	.	13	7	16	20	21	11	38	41
chr18	8525881	8526806	LSD1_peak_7673	0	.	25	74	101	95	75	58	80	66
chr18	8603830	8604373	LSD1_peak_7674	0	.	52	55	59	44	71	94	72	29
chr18	9017037	9017264	LSD1_peak_7675	0	.	12	8	25	25	19	23	13	13
chr18	9061934	9062053	LSD1_peak_7676	0	.	7	3	7	4	9	16	7	15
chr18	9062387	9062672	LSD1_peak_7677	0	.	21	27	37	36	12	47	38	22
chr18	9136238	9136547	LSD1_peak_7678	0	.	12	21	38	25	34	28	33	46
chr18	9137874	9138070	LSD1_peak_7679	0	.	8	8	12	9	8	11	20	23
chr18	9709037	9709736	LSD1_peak_7680	0	.	39	36	26	24	58	79	62	48
chr18	9715921	9717669	LSD1_peak_7681	0	.	107	105	147	87	137	150	135	162
chr18	9742650	9742954	LSD1_peak_7682	0	.	14	20	10	14	26	25	32	21
chr18	9743474	9744069	LSD1_peak_7683	0	.	53	55	140	93	101	95	52	85
chr18	9753806	9754106	LSD1_peak_7684	0	.	17	21	33	32	43	37	26	30
chr18	9754299	9754444	LSD1_peak_7685	0	.	2	3	2	4	9	8	4	6
chr18	9755708	9756340	LSD1_peak_7686	0	.	43	63	68	67	49	70	46	54
chr18	9775117	9775594	LSD1_peak_7687	0	.	46	51	54	51	38	72	42	39
chr18	9782205	9782419	LSD1_peak_7688	0	.	9	17	14	17	33	25	19	9
chr18	9782708	9783178	LSD1_peak_7689	0	.	26	39	42	34	29	35	36	36
chr18	9825331	9825759	LSD1_peak_7690	0	.	24	35	47	42	23	39	39	45
chr18	9825958	9826160	LSD1_peak_7691	0	.	25	13	22	28	28	35	30	7
chr18	9828162	9828682	LSD1_peak_7692	0	.	41	38	101	58	64	77	59	55
chr18	9868843	9869445	LSD1_peak_7693	0	.	21	39	65	62	31	59	47	54
chr18	10057356	10058784	LSD1_peak_7694	0	.	85	98	160	121	103	132	151	162
chr18	11178943	11179284	LSD1_peak_7695	0	.	32	46	53	42	44	46	43	56
chr18	11180573	11180575	LSD1_peak_7696	0	.	1	1	3	0	1	2	4	5
chr18	11511726	11511897	LSD1_peak_7697	0	.	4	25	12	14	11	16	17	16
chr18	11883500	11883852	LSD1_peak_7698	0	.	14	26	9	24	17	22	37	30
chr18	11947051	11947459	LSD1_peak_7699	0	.	20	41	51	33	53	31	47	45
chr18	11955804	11956027	LSD1_peak_7700	0	.	18	19	28	27	23	31	22	28
chr18	11980394	11981326	LSD1_peak_7701	0	.	59	58	138	87	82	93	138	138
chr18	12050190	12050682	LSD1_peak_7702	0	.	37	53	63	44	34	80	58	64
chr18	12838051	12840281	LSD1_peak_7703	0	.	189	209	297	250	242	222	278	232
chr18	12880240	12880659	LSD1_peak_7704	0	.	30	35	41	54	35	54	55	37
chr18	13563055	13563261	LSD1_peak_7705	0	.	4	20	5	5	19	22	23	22
chr18	13566821	13568104	LSD1_peak_7706	0	.	81	96	69	99	88	92	112	152
chr18	13577679	13577994	LSD1_peak_7707	0	.	16	14	19	28	19	34	27	19
chr18	13586033	13586366	LSD1_peak_7708	0	.	10	25	19	18	14	12	21	39
chr18	13611811	13612741	LSD1_peak_7709	0	.	75	96	98	81	89	93	92	68
chr18	13615206	13615247	LSD1_peak_7710	0	.	0	1	3	5	4	6	8	2
chr18	21164050	21164517	LSD1_peak_7711	0	.	29	48	66	53	50	58	61	50
chr18	21703339	21704333	LSD1_peak_7712	0	.	69	71	75	111	85	143	93	89
chr18	21740978	21741313	LSD1_peak_7713	0	.	21	16	14	8	40	34	35	23
chr18	22827040	22827648	LSD1_peak_7714	0	.	50	69	81	63	49	96	66	68
chr18	22831388	22831902	LSD1_peak_7715	0	.	32	55	59	91	61	72	38	54
chr18	23068558	23068949	LSD1_peak_7716	0	.	17	24	37	35	55	39	34	19
chr18	23069061	23069409	LSD1_peak_7717	0	.	23	40	44	42	19	45	50	39
chr18	23071136	23072091	LSD1_peak_7718	0	.	47	63	64	68	78	96	73	77
chr18	23078038	23079143	LSD1_peak_7719	0	.	94	130	198	163	119	128	126	176
chr18	23091448	23091887	LSD1_peak_7720	0	.	25	23	40	45	39	45	34	31
chr18	23135151	23135525	LSD1_peak_7721	0	.	40	57	34	33	31	42	52	20
chr18	23142779	23143920	LSD1_peak_7722	0	.	74	93	129	132	107	155	102	117
chr18	23251070	23251529	LSD1_peak_7723	0	.	28	51	88	54	55	109	56	59
chr18	23422909	23423476	LSD1_peak_7724	0	.	21	57	63	91	95	78	63	78
chr18	23479605	23479849	LSD1_peak_7725	0	.	18	10	11	21	17	19	16	15
chr18	23499207	23499568	LSD1_peak_7726	0	.	17	11	16	10	29	13	29	25
chr18	23540481	23541098	LSD1_peak_7727	0	.	40	41	51	73	69	62	80	73
chr18	23585134	23585438	LSD1_peak_7728	0	.	19	4	8	13	17	15	20	18
chr18	23635915	23636530	LSD1_peak_7729	0	.	29	55	59	73	64	69	57	69
chr18	23738228	23738977	LSD1_peak_7730	0	.	15	40	71	60	30	71	80	85
chr18	23739604	23739784	LSD1_peak_7731	0	.	7	14	14	13	4	20	16	15
chr18	23740232	23740498	LSD1_peak_7732	0	.	15	18	54	36	28	45	25	54
chr18	23828390	23828832	LSD1_peak_7733	0	.	28	44	39	40	37	36	40	48
chr18	23835428	23835887	LSD1_peak_7734	0	.	28	35	47	36	45	61	42	21
chr18	23967279	23968009	LSD1_peak_7735	0	.	33	37	86	63	77	48	77	52
chr18	24009846	24010076	LSD1_peak_7736	0	.	14	18	29	22	24	17	16	21
chr18	24015304	24015883	LSD1_peak_7737	0	.	28	34	39	62	50	35	61	58
chr18	24026873	24027109	LSD1_peak_7738	0	.	8	11	16	4	7	14	14	21
chr18	24395482	24396186	LSD1_peak_7739	0	.	29	60	62	55	43	41	58	52
chr18	24396880	24397069	LSD1_peak_7740	0	.	11	12	19	16	12	23	23	17
chr18	24397338	24398084	LSD1_peak_7741	0	.	57	67	102	84	43	88	84	77
chr18	24441491	24441806	LSD1_peak_7742	0	.	38	25	18	33	33	56	44	47
chr18	24443990	24444307	LSD1_peak_7743	0	.	20	26	43	19	34	55	32	41
chr18	24460092	24460423	LSD1_peak_7744	0	.	9	22	20	16	14	20	21	16
chr18	24465307	24465939	LSD1_peak_7745	0	.	43	57	70	110	57	107	72	71
chr18	24466190	24466699	LSD1_peak_7746	0	.	22	29	47	42	26	23	44	58
chr18	24466926	24467013	LSD1_peak_7747	0	.	2	12	18	21	3	26	12	9
chr18	24467394	24467574	LSD1_peak_7748	0	.	13	15	20	6	6	9	18	16
chr18	24507603	24507962	LSD1_peak_7749	0	.	19	40	19	18	27	36	45	30
chr18	24530501	24530933	LSD1_peak_7750	0	.	29	32	74	55	54	77	65	54
chr18	25224071	25225457	LSD1_peak_7751	0	.	73	137	113	168	107	92	161	193
chr18	25227288	25227642	LSD1_peak_7752	0	.	26	32	38	27	14	31	53	56
chr18	25229485	25229630	LSD1_peak_7753	0	.	18	14	8	16	9	14	14	18
chr18	25299451	25300171	LSD1_peak_7754	0	.	35	65	101	92	94	84	79	67
chr18	25310095	25310098	LSD1_peak_7755	0	.	2	1	2	0	7	3	7	6
chr18	25344533	25344823	LSD1_peak_7756	0	.	14	21	19	22	26	32	30	28
chr18	25346892	25347290	LSD1_peak_7757	0	.	21	30	55	27	36	25	46	59
chr18	25348480	25348897	LSD1_peak_7758	0	.	24	25	62	35	28	48	56	44
chr18	25356125	25356565	LSD1_peak_7759	0	.	25	42	39	52	24	25	58	50
chr18	26090024	26091127	LSD1_peak_7760	0	.	103	118	121	124	109	159	139	137
chr18	26642690	26642991	LSD1_peak_7761	0	.	31	39	53	33	12	56	53	27
chr18	26656656	26656969	LSD1_peak_7762	0	.	13	27	17	27	9	24	24	32
chr18	26702726	26703166	LSD1_peak_7763	0	.	17	28	35	29	32	30	40	39
chr18	26705622	26706646	LSD1_peak_7764	0	.	73	107	83	77	104	86	108	99
chr18	26707358	26707744	LSD1_peak_7765	0	.	45	49	40	46	30	44	33	38
chr18	26708562	26708866	LSD1_peak_7766	0	.	9	13	20	24	16	27	26	13
chr18	26708968	26709043	LSD1_peak_7767	0	.	7	7	11	25	15	9	9	6
chr18	26709336	26709753	LSD1_peak_7768	0	.	22	23	29	21	28	25	30	28
chr18	26710100	26711424	LSD1_peak_7769	0	.	103	102	220	216	151	199	156	196
chr18	26711929	26712099	LSD1_peak_7770	0	.	5	7	9	25	9	18	14	16
chr18	26713950	26713994	LSD1_peak_7771	0	.	1	0	4	3	2	2	2	6
chr18	31203006	31204260	LSD1_peak_7772	0	.	69	81	142	133	98	148	100	113
chr18	31206398	31206946	LSD1_peak_7773	0	.	52	31	43	38	48	85	56	64
chr18	31791619	31791775	LSD1_peak_7774	0	.	7	17	13	13	16	14	10	7
chr18	32042626	32043154	LSD1_peak_7775	0	.	30	21	32	39	26	31	53	51
chr18	32048424	32049875	LSD1_peak_7776	0	.	108	129	133	144	159	153	194	168
chr18	32050824	32051054	LSD1_peak_7777	0	.	18	26	18	16	31	26	37	18
chr18	32080304	32081016	LSD1_peak_7778	0	.	35	26	80	65	51	44	83	71
chr18	32085333	32085662	LSD1_peak_7779	0	.	45	44	60	53	18	74	67	68
chr18	32521830	32522636	LSD1_peak_7780	0	.	31	70	61	62	74	64	69	72
chr18	34483129	34483464	LSD1_peak_7781	0	.	26	51	66	51	37	75	33	51
chr18	34493022	34493482	LSD1_peak_7782	0	.	46	36	35	68	55	68	64	75
chr18	34495414	34495635	LSD1_peak_7783	0	.	8	15	28	25	21	23	18	12
chr18	34495956	34496439	LSD1_peak_7784	0	.	17	28	21	40	25	33	43	44
chr18	34710417	34710579	LSD1_peak_7785	0	.	6	8	16	17	12	6	11	10
chr18	35041201	35041657	LSD1_peak_7786	0	.	30	36	49	53	42	40	35	37
chr18	35153837	35154435	LSD1_peak_7787	0	.	56	78	73	86	53	78	76	101
chr18	35158976	35159379	LSD1_peak_7788	0	.	39	37	42	46	68	45	36	37
chr18	35808662	35810685	LSD1_peak_7789	0	.	151	170	222	196	198	247	244	212
chr18	35811622	35812122	LSD1_peak_7790	0	.	30	23	43	60	52	43	34	60
chr18	36912984	36913235	LSD1_peak_7791	0	.	29	24	26	27	25	36	22	38
chr18	42113778	42114027	LSD1_peak_7792	0	.	9	10	21	40	23	28	16	23
chr18	44508078	44508474	LSD1_peak_7793	0	.	25	47	65	49	37	73	53	39
chr18	44725527	44726211	LSD1_peak_7794	0	.	109	43	66	67	66	53	63	59
chr18	44733297	44733924	LSD1_peak_7795	0	.	70	68	93	84	70	108	64	87
chr18	44759278	44760476	LSD1_peak_7796	0	.	83	89	120	124	96	80	119	140
chr18	45059949	45060281	LSD1_peak_7797	0	.	27	29	38	27	34	30	43	38
chr18	45065789	45066007	LSD1_peak_7798	0	.	14	16	18	17	30	23	12	7
chr18	45066258	45066834	LSD1_peak_7799	0	.	25	31	53	41	41	48	51	69
chr18	45072074	45072367	LSD1_peak_7800	0	.	14	20	45	45	26	30	17	38
chr18	45072926	45074078	LSD1_peak_7801	0	.	48	81	83	74	93	111	82	87
chr18	45081775	45082059	LSD1_peak_7802	0	.	17	31	25	25	20	30	25	25
chr18	45102947	45104366	LSD1_peak_7803	0	.	108	114	146	184	157	173	167	156
chr18	45106668	45106995	LSD1_peak_7804	0	.	10	20	15	18	14	37	15	23
chr18	45107348	45107637	LSD1_peak_7805	0	.	13	10	12	11	8	17	17	25
chr18	45291387	45291851	LSD1_peak_7806	0	.	18	16	38	24	31	36	63	40
chr18	45666816	45667098	LSD1_peak_7807	0	.	16	13	24	14	17	16	20	18
chr18	45670271	45670833	LSD1_peak_7808	0	.	54	48	93	109	60	83	60	80
chr18	45686868	45687894	LSD1_peak_7809	0	.	62	55	89	71	69	101	110	102
chr18	45951479	45951726	LSD1_peak_7810	0	.	18	14	32	19	26	37	21	19
chr18	46009461	46009565	LSD1_peak_7811	0	.	15	11	17	3	4	22	17	10
chr18	46043291	46043454	LSD1_peak_7812	0	.	11	5	12	13	7	6	14	14
chr18	46070548	46070998	LSD1_peak_7813	0	.	31	25	42	36	29	41	41	52
chr18	46071143	46071159	LSD1_peak_7814	0	.	1	3	1	4	3	1	10	3
chr18	46071868	46072315	LSD1_peak_7815	0	.	58	27	20	39	34	39	44	36
chr18	47931343	47932028	LSD1_peak_7816	0	.	39	51	50	79	58	49	98	66
chr18	47936820	47937751	LSD1_peak_7817	0	.	67	64	107	74	99	145	118	93
chr18	47953689	47954123	LSD1_peak_7818	0	.	23	28	30	48	24	60	36	38
chr18	47985478	47986666	LSD1_peak_7819	0	.	128	142	142	203	155	167	176	159
chr18	48000176	48000405	LSD1_peak_7820	0	.	16	13	17	18	40	29	20	19
chr18	48413508	48413720	LSD1_peak_7821	0	.	15	6	17	31	15	22	16	19
chr18	48784999	48785660	LSD1_peak_7822	0	.	44	62	85	62	62	99	65	75
chr18	48833155	48833354	LSD1_peak_7823	0	.	5	10	7	15	13	17	10	12
chr18	48834121	48835273	LSD1_peak_7824	0	.	98	76	79	123	111	151	146	140
chr18	48896325	48896808	LSD1_peak_7825	0	.	55	85	35	42	43	58	38	60
chr18	48897006	48897844	LSD1_peak_7826	0	.	75	82	91	111	112	101	91	92
chr18	48916120	48916898	LSD1_peak_7827	0	.	41	66	58	64	69	100	72	79
chr18	48923224	48923786	LSD1_peak_7828	0	.	24	19	38	35	36	24	46	48
chr18	48932683	48933522	LSD1_peak_7829	0	.	101	52	115	89	79	126	93	90
chr18	48934222	48935209	LSD1_peak_7830	0	.	60	78	99	74	76	107	98	88
chr18	48950654	48950963	LSD1_peak_7831	0	.	4	7	17	31	12	23	22	24
chr18	48952426	48952970	LSD1_peak_7832	0	.	47	50	34	79	49	54	54	55
chr18	48980058	48980660	LSD1_peak_7833	0	.	49	24	32	28	58	41	78	50
chr18	49055840	49056144	LSD1_peak_7834	0	.	21	28	41	24	32	39	52	33
chr18	49228267	49228728	LSD1_peak_7835	0	.	22	33	51	57	39	52	19	25
chr18	49476366	49477214	LSD1_peak_7836	0	.	57	64	121	85	64	95	97	96
chr18	49486977	49487493	LSD1_peak_7837	0	.	40	36	56	52	65	58	55	67
chr18	49531673	49532423	LSD1_peak_7838	0	.	56	61	77	67	75	76	71	71
chr18	50879283	50879524	LSD1_peak_7839	0	.	8	17	16	10	18	19	20	19
chr18	51154192	51154588	LSD1_peak_7840	0	.	25	30	45	29	31	45	46	49
chr18	51211234	51212180	LSD1_peak_7841	0	.	86	95	119	114	85	135	94	81
chr18	51213896	51214980	LSD1_peak_7842	0	.	66	69	100	108	84	116	80	101
chr18	54269111	54269809	LSD1_peak_7843	0	.	59	58	83	82	79	79	102	80
chr18	54358106	54358368	LSD1_peak_7844	0	.	13	13	20	29	32	28	17	21
chr18	56488357	56488982	LSD1_peak_7845	0	.	32	62	71	69	66	64	77	72
chr18	57077952	57078273	LSD1_peak_7846	0	.	36	23	53	34	40	52	61	43
chr18	57630503	57631027	LSD1_peak_7847	0	.	36	30	20	46	33	62	73	59
chr18	57666477	57666856	LSD1_peak_7848	0	.	15	14	40	19	16	18	32	33
chr18	58014951	58015544	LSD1_peak_7849	0	.	38	49	81	79	73	73	74	95
chr18	58038188	58038447	LSD1_peak_7850	0	.	15	10	11	13	5	19	32	14
chr18	58213317	58214075	LSD1_peak_7851	0	.	26	25	142	101	49	28	72	92
chr18	58536515	58536852	LSD1_peak_7852	0	.	21	27	26	21	35	34	33	54
chr18	58564922	58565304	LSD1_peak_7853	0	.	38	19	23	35	28	44	28	30
chr18	58609004	58609632	LSD1_peak_7854	0	.	73	57	94	51	48	101	82	91
chr18	58669359	58669674	LSD1_peak_7855	0	.	16	15	11	15	14	16	25	22
chr18	58670672	58671280	LSD1_peak_7856	0	.	68	73	78	66	73	63	58	79
chr18	58671702	58671803	LSD1_peak_7857	0	.	6	12	4	8	9	5	16	13
chr18	58848735	58848826	LSD1_peak_7858	0	.	8	15	19	15	11	10	11	11
chr18	58887331	58888088	LSD1_peak_7859	0	.	69	58	123	141	61	120	94	108
chr18	59876706	59877863	LSD1_peak_7860	0	.	105	94	120	138	103	122	97	136
chr18	59882282	59882618	LSD1_peak_7861	0	.	43	33	25	27	28	35	34	22
chr18	59885714	59886483	LSD1_peak_7862	0	.	42	67	85	74	78	63	90	104
