Chr	start	stop	V4	V5	V6	M24C1_RUNX	M24C2_RUNX	M24D1_RUNX	M24D2_RUNX	M24G1_RUNX	M24G2_RUNX	M24Q1_RUNX	M24Q2_RUNX
chr6	63096418	63096611	RUNX_peak_1960	0	.	20	47	26	39	28	47	44	32
chr6	67467206	67467600	RUNX_peak_1961	0	.	56	39	23	31	74	33	53	51
chr6	67888967	67889642	RUNX_peak_1962	0	.	231	255	99	146	294	235	133	201
chr6	70413000	70413374	RUNX_peak_1963	0	.	88	95	48	56	82	85	57	68
chr6	73513786	73514007	RUNX_peak_1964	0	.	32	26	13	23	43	36	15	15
chr6	73514388	73514480	RUNX_peak_1965	0	.	12	1	13	9	19	13	14	8
chr6	75603096	75603161	RUNX_peak_1966	0	.	8	7	6	7	20	11	16	22
chr6	75652377	75653323	RUNX_peak_1967	0	.	142	182	149	185	275	232	140	163
chr6	81941184	81941993	RUNX_peak_1968	0	.	101	89	100	105	173	175	110	114
chr6	85643989	85644137	RUNX_peak_1969	0	.	35	21	6	12	24	37	18	26
chr6	87756783	87757439	RUNX_peak_1970	0	.	73	125	78	102	144	145	70	115
chr6	89215603	89215955	RUNX_peak_1971	0	.	41	32	52	85	76	57	67	37
chr6	89321693	89321975	RUNX_peak_1972	0	.	43	46	31	40	64	63	40	52
chr6	89350487	89350873	RUNX_peak_1973	0	.	40	68	24	50	73	75	55	73
chr6	90285637	90285942	RUNX_peak_1974	0	.	62	35	23	37	58	34	28	27
chr6	92671597	92672029	RUNX_peak_1975	0	.	92	53	45	60	48	60	49	78
chr6	97282899	97283434	RUNX_peak_1976	0	.	116	121	94	115	184	151	113	127
chr6	99568661	99568970	RUNX_peak_1977	0	.	74	85	55	59	72	66	59	50
chr6	104326313	104326732	RUNX_peak_1978	0	.	55	67	24	49	126	82	73	72
chr6	106155458	106155678	RUNX_peak_1979	0	.	41	59	36	30	49	62	65	75
chr6	106164204	106164802	RUNX_peak_1980	0	.	102	58	85	88	133	83	85	89
chr6	106449980	106450609	RUNX_peak_1981	0	.	95	78	80	72	137	78	123	86
chr6	106519727	106520176	RUNX_peak_1982	0	.	63	80	99	95	118	94	75	109
chr6	106520711	106520923	RUNX_peak_1983	0	.	12	8	16	27	33	24	30	36
chr6	107958081	107958268	RUNX_peak_1984	0	.	55	34	29	22	50	52	43	32
chr6	108361435	108361950	RUNX_peak_1985	0	.	57	75	67	94	99	88	55	87
chr6	108650658	108650750	RUNX_peak_1986	0	.	10	12	3	12	7	9	14	14
chr6	108837352	108837739	RUNX_peak_1987	0	.	101	118	121	125	224	180	99	94
chr6	108896229	108896346	RUNX_peak_1988	0	.	29	22	10	17	42	45	17	26
chr6	109772265	109772510	RUNX_peak_1989	0	.	40	39	37	27	48	49	40	31
chr6	111483306	111483499	RUNX_peak_1990	0	.	19	10	10	8	20	19	16	33
chr6	122710149	122710698	RUNX_peak_1991	0	.	63	104	61	71	127	111	67	75
chr6	122771029	122771071	RUNX_peak_1992	0	.	15	14	7	11	14	15	11	10
chr6	129684089	129684458	RUNX_peak_1993	0	.	56	82	54	70	83	97	70	79
chr6	129687167	129687573	RUNX_peak_1994	0	.	98	89	66	61	111	81	76	88
chr6	129753315	129753635	RUNX_peak_1995	0	.	31	50	33	52	74	55	41	52
chr6	133983505	133983666	RUNX_peak_1996	0	.	46	73	48	61	95	82	30	45
chr6	134373254	134373384	RUNX_peak_1997	0	.	23	6	11	9	30	27	10	22
chr6	135181507	135181619	RUNX_peak_1998	0	.	10	16	12	11	17	22	9	23
chr6	135182352	135182645	RUNX_peak_1999	0	.	28	37	50	54	46	42	47	55
chr6	135182801	135183219	RUNX_peak_2000	0	.	86	70	62	49	82	48	65	94
chr6	135183614	135183810	RUNX_peak_2001	0	.	19	31	27	34	40	20	34	49
chr6	135191845	135191948	RUNX_peak_2002	0	.	13	13	14	15	17	20	26	10
chr6	135195293	135195343	RUNX_peak_2003	0	.	11	6	16	12	23	7	11	15
chr6	135280515	135282483	RUNX_peak_2004	0	.	331	324	293	446	539	434	308	428
chr6	135306373	135307204	RUNX_peak_2005	0	.	110	223	124	178	342	216	167	178
chr6	135323117	135323257	RUNX_peak_2006	0	.	16	12	20	17	43	31	27	28
chr6	136289927	136290303	RUNX_peak_2007	0	.	58	65	62	48	85	99	60	88
chr6	136610239	136610543	RUNX_peak_2008	0	.	26	62	42	39	58	57	29	34
chr6	137034022	137034209	RUNX_peak_2009	0	.	31	51	23	44	90	77	32	34
chr6	137155631	137156538	RUNX_peak_2010	0	.	227	277	228	281	464	332	241	274
chr6	137291485	137291841	RUNX_peak_2011	0	.	49	59	66	54	86	87	54	92
chr6	137389203	137389515	RUNX_peak_2012	0	.	38	80	17	38	74	58	49	52
chr6	137846859	137847105	RUNX_peak_2013	0	.	25	55	35	60	99	101	48	53
chr6	137910581	137910775	RUNX_peak_2014	0	.	33	66	30	52	75	55	31	59
chr6	137927567	137928391	RUNX_peak_2015	0	.	152	120	134	177	207	215	167	212
chr6	137968572	137968999	RUNX_peak_2016	0	.	53	38	51	66	51	30	23	41
chr6	138394134	138394424	RUNX_peak_2017	0	.	43	43	39	51	53	59	48	67
chr6	139626422	139627200	RUNX_peak_2018	0	.	134	190	200	216	261	243	171	204
chr6	139640087	139640835	RUNX_peak_2019	0	.	97	86	85	105	195	143	71	102
chr6	139904068	139904298	RUNX_peak_2020	0	.	14	19	34	33	34	24	36	48
chr6	143806438	143806634	RUNX_peak_2021	0	.	18	43	24	41	72	77	18	37
chr6	143842983	143843430	RUNX_peak_2022	0	.	62	133	72	58	160	99	83	71
chr6	144352353	144352552	RUNX_peak_2023	0	.	18	30	20	18	23	26	36	43
chr6	144543381	144543579	RUNX_peak_2024	0	.	37	73	37	45	91	61	41	62
chr6	146596095	146596352	RUNX_peak_2025	0	.	32	47	30	31	80	56	39	76
chr6	146876572	146877041	RUNX_peak_2026	0	.	92	109	54	76	112	92	64	82
chr6	148204049	148204185	RUNX_peak_2027	0	.	32	29	19	19	47	33	27	31
chr6	148381499	148381557	RUNX_peak_2028	0	.	2	8	6	4	7	13	2	5
chr6	148384024	148384485	RUNX_peak_2029	0	.	47	72	79	101	108	91	96	52
chr6	149271869	149272313	RUNX_peak_2030	0	.	78	115	57	91	90	120	76	62
chr6	149273388	149273394	RUNX_peak_2031	0	.	10	7	13	7	14	10	10	11
chr6	149718127	149718351	RUNX_peak_2032	0	.	36	42	23	54	27	28	37	41
chr6	150238974	150239190	RUNX_peak_2033	0	.	39	53	32	50	85	68	57	29
chr6	151390194	151390849	RUNX_peak_2034	0	.	177	190	93	133	152	157	148	137
chr6	153002619	153002744	RUNX_peak_2035	0	.	33	33	17	20	55	29	22	22
chr6	154169478	154170017	RUNX_peak_2036	0	.	104	138	100	124	129	168	131	129
chr6	154239449	154239652	RUNX_peak_2037	0	.	39	28	34	22	45	41	25	33
chr6	154257879	154258656	RUNX_peak_2038	0	.	110	135	112	126	211	169	142	162
chr6	154302060	154302289	RUNX_peak_2039	0	.	39	53	14	31	40	46	32	43
chr6	154354932	154355650	RUNX_peak_2040	0	.	88	117	89	93	191	126	104	111
chr6	154356002	154356175	RUNX_peak_2041	0	.	18	16	12	19	18	11	18	36
chr6	157764535	157764661	RUNX_peak_2042	0	.	18	8	18	14	28	23	14	14
chr6	158086255	158086665	RUNX_peak_2043	0	.	73	94	75	93	139	100	92	91
chr6	159039239	159039731	RUNX_peak_2044	0	.	76	118	83	112	146	122	92	123
chr6	159805918	159806218	RUNX_peak_2045	0	.	40	30	79	70	75	37	58	57
chr6	160462501	160463094	RUNX_peak_2046	0	.	76	107	59	90	199	140	94	80
chr6	162833832	162834050	RUNX_peak_2047	0	.	27	49	31	59	84	55	34	27
chr6	163354696	163354937	RUNX_peak_2048	0	.	18	30	10	32	37	40	32	20
chr6	163355119	163355462	RUNX_peak_2049	0	.	67	52	55	74	99	50	91	64
chr6	164108961	164109274	RUNX_peak_2050	0	.	52	101	42	59	99	61	53	49
chr6	166259306	166259725	RUNX_peak_2051	0	.	30	14	36	51	24	27	26	24
chr6	166360917	166361191	RUNX_peak_2052	0	.	28	48	40	58	49	60	35	45
chr6	166383279	166383613	RUNX_peak_2053	0	.	64	69	43	51	74	61	41	64
chr6	167090492	167090745	RUNX_peak_2054	0	.	25	12	10	17	36	26	17	26
chr6	167706378	167706546	RUNX_peak_2055	0	.	28	18	26	31	50	37	34	36
chr6	168007584	168007929	RUNX_peak_2056	0	.	85	139	54	83	136	144	102	120
chr6	169208138	169208140	RUNX_peak_2057	0	.	6	13	1	11	16	8	12	6
chr6	169292480	169292787	RUNX_peak_2058	0	.	67	80	83	77	109	87	81	53
chr6	169701605	169701994	RUNX_peak_2059	0	.	59	33	46	44	65	30	46	48
chr6	170017540	170018368	RUNX_peak_2060	0	.	107	137	87	103	148	120	97	117
chr6	170048789	170049049	RUNX_peak_2061	0	.	74	70	33	52	65	66	63	72
chr6	170089448	170089900	RUNX_peak_2062	0	.	118	130	78	120	163	150	110	108
chr6	170162608	170163226	RUNX_peak_2063	0	.	58	103	57	110	130	108	101	103
chr7	812900	813153	RUNX_peak_2064	0	.	57	70	67	53	65	66	55	71
chr7	876186	876486	RUNX_peak_2065	0	.	66	32	49	29	60	35	49	38
chr7	923159	923309	RUNX_peak_2066	0	.	8	9	12	11	8	11	9	12
chr7	964594	964867	RUNX_peak_2067	0	.	37	20	21	21	19	18	32	30
chr7	2232872	2233179	RUNX_peak_2068	0	.	70	90	42	55	105	67	81	100
chr7	2400013	2400483	RUNX_peak_2069	0	.	52	69	45	44	93	55	39	63
chr7	2511066	2511350	RUNX_peak_2070	0	.	45	42	26	36	44	31	22	24
chr7	2641376	2641637	RUNX_peak_2071	0	.	18	26	24	23	34	41	39	35
chr7	2734600	2735246	RUNX_peak_2072	0	.	88	112	80	105	112	134	105	81
chr7	2863642	2863914	RUNX_peak_2073	0	.	39	53	30	25	71	52	35	41
chr7	5529990	5530287	RUNX_peak_2074	0	.	59	34	36	42	66	47	44	53
chr7	6424211	6424930	RUNX_peak_2075	0	.	111	128	117	121	178	148	110	117
chr7	19677401	19677595	RUNX_peak_2076	0	.	18	30	19	32	44	40	33	29
chr7	20219880	20220172	RUNX_peak_2077	0	.	49	69	38	29	47	41	43	50
chr7	20862638	20862856	RUNX_peak_2078	0	.	29	43	39	52	34	54	62	42
chr7	25615233	25615612	RUNX_peak_2079	0	.	41	28	36	37	63	45	27	31
chr7	26100867	26101148	RUNX_peak_2080	0	.	28	12	10	21	20	5	22	33
chr7	26187920	26187992	RUNX_peak_2081	0	.	11	7	7	11	9	12	9	7
chr7	26293668	26294017	RUNX_peak_2082	0	.	28	74	21	25	32	36	57	46
chr7	26305382	26305968	RUNX_peak_2083	0	.	83	85	76	73	157	107	103	108
chr7	28154994	28155173	RUNX_peak_2084	0	.	17	24	11	17	23	55	25	34
chr7	28239571	28239845	RUNX_peak_2085	0	.	18	43	28	28	42	48	45	17
chr7	29285418	29285593	RUNX_peak_2086	0	.	17	32	21	24	49	45	33	25
chr7	30185003	30185426	RUNX_peak_2087	0	.	67	95	61	89	75	84	71	103
chr7	35800794	35801057	RUNX_peak_2088	0	.	47	70	32	30	68	45	72	49
chr7	36283744	36283937	RUNX_peak_2089	0	.	37	53	13	36	53	53	31	51
chr7	41592242	41592475	RUNX_peak_2090	0	.	24	73	24	34	47	42	31	40
chr7	41778486	41778656	RUNX_peak_2091	0	.	25	14	23	37	44	24	20	35
chr7	41779803	41780051	RUNX_peak_2092	0	.	29	15	13	22	26	25	25	31
chr7	41809647	41809849	RUNX_peak_2093	0	.	15	11	19	33	30	43	31	14
chr7	41881785	41882294	RUNX_peak_2094	0	.	36	97	36	68	78	46	50	64
chr7	44065599	44065873	RUNX_peak_2095	0	.	20	20	14	20	22	25	30	26
chr7	44490696	44490890	RUNX_peak_2096	0	.	25	12	15	10	21	14	17	27
chr7	44979182	44979319	RUNX_peak_2097	0	.	31	52	10	20	52	59	37	26
chr7	47227739	47228092	RUNX_peak_2098	0	.	59	35	44	50	64	48	44	64
chr7	47574595	47574747	RUNX_peak_2099	0	.	6	12	4	18	19	12	16	9
chr7	48389921	48390267	RUNX_peak_2100	0	.	54	47	33	31	62	51	48	57
chr7	50266628	50267111	RUNX_peak_2101	0	.	62	84	85	60	105	63	61	61
chr7	50356429	50357081	RUNX_peak_2102	0	.	72	86	63	75	101	103	53	93
chr7	55533463	55533792	RUNX_peak_2103	0	.	30	59	22	29	59	46	49	45
chr7	73005644	73005896	RUNX_peak_2104	0	.	34	41	29	31	45	66	22	43
chr7	73587864	73588148	RUNX_peak_2105	0	.	49	44	31	73	53	69	61	75
chr7	74217591	74217996	RUNX_peak_2106	0	.	91	68	60	64	124	98	89	82
chr7	74272551	74272850	RUNX_peak_2107	0	.	70	54	27	25	57	43	32	70
chr7	75617708	75618240	RUNX_peak_2108	0	.	145	160	76	147	242	190	118	128
chr7	76047769	76048517	RUNX_peak_2109	0	.	144	195	123	108	202	153	143	122
chr7	77238846	77239025	RUNX_peak_2110	0	.	24	36	9	17	34	36	32	23
chr7	77538466	77539014	RUNX_peak_2111	0	.	34	51	51	53	82	48	40	49
chr7	80638248	80638614	RUNX_peak_2112	0	.	55	63	27	55	73	52	35	60
chr7	84792379	84792940	RUNX_peak_2113	0	.	71	58	70	83	113	127	87	76
chr7	90403502	90404049	RUNX_peak_2114	0	.	42	87	48	61	118	113	65	97
chr7	92133659	92134009	RUNX_peak_2115	0	.	81	37	74	44	58	73	74	39
chr7	92634094	92634471	RUNX_peak_2116	0	.	32	36	30	36	53	30	43	51
chr7	92642196	92642524	RUNX_peak_2117	0	.	32	20	23	34	38	33	18	13
chr7	98133356	98133425	RUNX_peak_2118	0	.	16	23	7	20	30	14	14	20
chr7	98185092	98185419	RUNX_peak_2119	0	.	27	71	23	30	59	48	39	44
chr7	98202501	98202880	RUNX_peak_2120	0	.	63	67	63	65	104	78	71	70
chr7	99155227	99155470	RUNX_peak_2121	0	.	20	8	14	17	51	41	20	14
chr7	101138476	101138744	RUNX_peak_2122	0	.	15	16	20	19	47	36	22	29
chr7	101717587	101718411	RUNX_peak_2123	0	.	112	128	89	137	156	133	127	106
chr7	101856402	101856858	RUNX_peak_2124	0	.	67	63	53	65	91	62	43	72
chr7	104957153	104957431	RUNX_peak_2125	0	.	16	19	24	19	27	40	31	37
chr7	105012564	105012928	RUNX_peak_2126	0	.	83	89	64	45	101	68	56	76
chr7	106895311	106895703	RUNX_peak_2127	0	.	52	45	28	39	41	66	49	60
chr7	113142474	113142859	RUNX_peak_2128	0	.	46	62	17	50	103	75	37	68
chr7	117792411	117792578	RUNX_peak_2129	0	.	11	15	9	20	26	26	18	12
chr7	118184043	118184188	RUNX_peak_2130	0	.	24	33	7	19	23	43	16	21
chr7	118311579	118311872	RUNX_peak_2131	0	.	29	26	56	42	72	52	26	33
chr7	118844823	118845302	RUNX_peak_2132	0	.	59	53	57	70	97	47	63	69
chr7	120053108	120053420	RUNX_peak_2133	0	.	28	42	16	34	44	44	47	38
chr7	128940350	128940971	RUNX_peak_2134	0	.	77	94	85	90	91	95	53	73
chr7	128948728	128948946	RUNX_peak_2135	0	.	30	22	31	25	36	38	39	26
chr7	130205299	130205711	RUNX_peak_2136	0	.	80	97	65	81	106	88	81	98
chr7	130913190	130913570	RUNX_peak_2137	0	.	62	85	24	52	101	86	35	19
chr7	131188739	131188857	RUNX_peak_2138	0	.	19	41	7	16	31	43	13	19
chr7	131231459	131231882	RUNX_peak_2139	0	.	98	62	78	75	129	86	103	111
chr7	138565008	138565217	RUNX_peak_2140	0	.	25	22	11	20	37	26	32	29
chr7	139359622	139360024	RUNX_peak_2141	0	.	94	118	79	74	128	142	85	105
chr7	140252989	140253164	RUNX_peak_2142	0	.	25	45	22	63	54	59	28	42
chr7	140304956	140305419	RUNX_peak_2143	0	.	29	20	38	42	81	48	18	43
chr7	143205882	143206231	RUNX_peak_2144	0	.	53	84	52	52	119	91	58	36
chr7	143301281	143301423	RUNX_peak_2145	0	.	8	28	6	21	32	39	26	19
chr7	146655729	146656246	RUNX_peak_2146	0	.	128	168	72	98	169	144	130	127
chr7	150367948	150368387	RUNX_peak_2147	0	.	75	114	60	59	77	41	107	100
chr7	152158899	152159343	RUNX_peak_2148	0	.	48	62	52	37	70	90	51	67
chr7	158704716	158704935	RUNX_peak_2149	0	.	48	104	45	31	43	73	64	70
chr7	158710681	158711204	RUNX_peak_2150	0	.	83	69	60	87	111	92	78	86
chr7	158818534	158818950	RUNX_peak_2151	0	.	25	41	29	52	76	43	48	70
chr7	158824108	158824196	RUNX_peak_2152	0	.	9	32	9	23	35	25	14	23
chr8	1745918	1746097	RUNX_peak_2153	0	.	32	40	20	29	57	23	50	35
chr8	1949160	1950271	RUNX_peak_2154	0	.	176	194	199	190	265	176	177	183
chr8	1980530	1980925	RUNX_peak_2155	0	.	84	110	60	60	117	92	75	86
chr8	2006037	2006434	RUNX_peak_2156	0	.	48	68	41	66	91	77	71	87
chr8	3097068	3097590	RUNX_peak_2157	0	.	92	93	97	129	127	125	91	133
chr8	6291608	6292217	RUNX_peak_2158	0	.	145	152	117	105	139	108	116	153
chr8	8333854	8334002	RUNX_peak_2159	0	.	16	15	15	17	24	27	10	13
chr8	8346158	8346828	RUNX_peak_2160	0	.	146	149	113	132	251	182	135	203
chr8	9087770	9089024	RUNX_peak_2161	0	.	235	243	247	334	383	329	293	291
chr8	9232515	9232934	RUNX_peak_2162	0	.	54	55	68	76	95	50	72	68
chr8	9899258	9899610	RUNX_peak_2163	0	.	134	150	123	140	189	195	131	170
chr8	11284343	11284703	RUNX_peak_2164	0	.	38	70	41	29	66	46	54	62
chr8	11297367	11297699	RUNX_peak_2165	0	.	44	89	48	73	87	104	56	58
chr8	16859056	16859332	RUNX_peak_2166	0	.	63	54	33	28	82	57	67	41
chr8	17203965	17204148	RUNX_peak_2167	0	.	25	16	28	18	27	21	23	26
chr8	17363089	17363255	RUNX_peak_2168	0	.	24	27	29	22	45	58	11	27
chr8	17907654	17907894	RUNX_peak_2169	0	.	36	50	36	22	86	45	29	39
chr8	20186634	20187087	RUNX_peak_2170	0	.	95	40	59	103	168	115	50	87
chr8	20915477	20916107	RUNX_peak_2171	0	.	148	230	93	131	212	198	182	150
chr8	21858293	21858551	RUNX_peak_2172	0	.	59	75	36	43	59	78	73	57
chr8	22413755	22414305	RUNX_peak_2173	0	.	116	70	91	128	144	130	117	89
chr8	22554005	22554220	RUNX_peak_2174	0	.	55	88	52	55	81	83	88	62
chr8	22579956	22580470	RUNX_peak_2175	0	.	118	146	117	94	179	100	150	111
chr8	22704771	22705522	RUNX_peak_2176	0	.	179	295	135	195	305	252	197	240
chr8	22715556	22716129	RUNX_peak_2177	0	.	192	287	141	191	288	223	165	218
chr8	22973891	22974890	RUNX_peak_2178	0	.	193	223	159	169	278	220	205	293
chr8	22975264	22975481	RUNX_peak_2179	0	.	29	26	11	22	43	22	28	32
chr8	23068857	23069216	RUNX_peak_2180	0	.	72	63	57	69	101	66	43	61
chr8	23074348	23075073	RUNX_peak_2181	0	.	144	173	155	153	227	232	174	159
chr8	23103617	23103750	RUNX_peak_2182	0	.	19	30	19	41	28	51	31	36
chr8	23163636	23163667	RUNX_peak_2183	0	.	17	7	6	3	7	6	20	3
chr8	23180955	23181360	RUNX_peak_2184	0	.	92	130	74	97	155	99	94	96
chr8	23538931	23539318	RUNX_peak_2185	0	.	50	65	56	51	97	97	60	53
chr8	23559256	23559507	RUNX_peak_2186	0	.	86	102	84	60	164	93	97	94
chr8	24033071	24033420	RUNX_peak_2187	0	.	45	65	46	45	55	52	38	48
chr8	24349507	24350070	RUNX_peak_2188	0	.	103	109	69	111	108	93	97	102
chr8	25238418	25239411	RUNX_peak_2189	0	.	161	136	84	91	237	181	127	142
chr8	26134035	26134438	RUNX_peak_2190	0	.	58	106	46	52	113	120	79	95
chr8	26186171	26186497	RUNX_peak_2191	0	.	53	41	35	61	106	66	49	48
chr8	26595802	26596122	RUNX_peak_2192	0	.	57	63	64	61	105	90	65	74
chr8	26609320	26609855	RUNX_peak_2193	0	.	114	123	76	91	154	127	95	106
chr8	27332980	27333817	RUNX_peak_2194	0	.	201	167	190	160	237	223	194	198
chr8	27333907	27334072	RUNX_peak_2195	0	.	22	25	23	34	34	28	30	39
chr8	27334243	27335109	RUNX_peak_2196	0	.	124	116	93	137	165	136	153	170
chr8	27378654	27379192	RUNX_peak_2197	0	.	69	69	67	74	132	129	104	90
chr8	28467953	28468292	RUNX_peak_2198	0	.	33	29	27	32	80	78	29	64
chr8	28777196	28777777	RUNX_peak_2199	0	.	77	127	83	82	145	93	78	88
chr8	29635043	29635371	RUNX_peak_2200	0	.	64	89	64	58	113	110	60	82
chr8	29637590	29637886	RUNX_peak_2201	0	.	70	99	52	62	138	108	37	63
chr8	29767501	29767607	RUNX_peak_2202	0	.	25	16	13	17	22	28	10	19
chr8	29773308	29773989	RUNX_peak_2203	0	.	196	199	240	203	321	212	234	244
chr8	30090742	30091289	RUNX_peak_2204	0	.	84	51	55	114	98	86	82	84
chr8	30720199	30720460	RUNX_peak_2205	0	.	44	48	24	21	40	32	21	39
chr8	30722993	30723294	RUNX_peak_2206	0	.	42	62	45	67	94	61	51	58
chr8	30724049	30724515	RUNX_peak_2207	0	.	60	53	59	45	92	87	45	58
chr8	30726009	30726270	RUNX_peak_2208	0	.	54	43	36	46	75	53	59	68
chr8	30923970	30924365	RUNX_peak_2209	0	.	50	62	57	55	101	78	61	52
chr8	30969668	30969880	RUNX_peak_2210	0	.	55	61	37	33	74	55	46	58
chr8	32575284	32575569	RUNX_peak_2211	0	.	42	68	47	44	86	78	41	76
chr8	33484796	33485493	RUNX_peak_2212	0	.	136	115	107	107	225	110	120	155
chr8	33533466	33534061	RUNX_peak_2213	0	.	128	166	141	127	217	201	149	158
chr8	33554500	33555126	RUNX_peak_2214	0	.	90	122	71	111	113	92	115	122
chr8	37574119	37574800	RUNX_peak_2215	0	.	114	98	45	62	120	110	70	115
chr8	37591357	37591618	RUNX_peak_2216	0	.	60	55	34	27	74	41	56	42
chr8	37736444	37736824	RUNX_peak_2217	0	.	119	127	71	66	143	110	107	95
chr8	37737340	37737915	RUNX_peak_2218	0	.	111	130	97	109	141	141	108	142
chr8	37792182	37792524	RUNX_peak_2219	0	.	29	39	38	43	71	63	27	33
chr8	37821965	37822593	RUNX_peak_2220	0	.	115	108	70	100	164	140	135	122
chr8	37873770	37874098	RUNX_peak_2221	0	.	34	52	31	31	61	48	44	42
chr8	37881599	37882312	RUNX_peak_2222	0	.	121	154	101	98	214	177	134	138
chr8	37899260	37899734	RUNX_peak_2223	0	.	88	81	70	69	95	63	70	68
chr8	37900212	37900892	RUNX_peak_2224	0	.	142	162	110	147	250	193	146	180
chr8	37901654	37902241	RUNX_peak_2225	0	.	36	39	43	57	44	54	34	66
chr8	38105276	38105784	RUNX_peak_2226	0	.	142	162	147	124	225	160	141	177
chr8	38134355	38134752	RUNX_peak_2227	0	.	74	55	47	70	90	67	69	61
chr8	38150912	38151203	RUNX_peak_2228	0	.	39	45	49	62	43	56	76	76
chr8	38957564	38957879	RUNX_peak_2229	0	.	53	87	45	68	76	66	74	59
chr8	41251010	41251322	RUNX_peak_2230	0	.	61	49	45	67	82	47	58	46
chr8	42051987	42052393	RUNX_peak_2231	0	.	102	139	66	62	164	102	131	112
chr8	42391525	42391878	RUNX_peak_2232	0	.	119	125	111	89	128	105	94	112
chr8	42784319	42784351	RUNX_peak_2233	0	.	8	6	10	2	15	7	4	6
chr8	42790041	42790443	RUNX_peak_2234	0	.	72	81	116	90	111	95	118	82
chr8	42803319	42803883	RUNX_peak_2235	0	.	90	115	103	114	145	103	99	116
chr8	42842823	42843386	RUNX_peak_2236	0	.	146	205	156	141	233	167	163	146
chr8	43056179	43056461	RUNX_peak_2237	0	.	79	62	81	63	117	73	68	61
chr8	43163027	43163400	RUNX_peak_2238	0	.	69	56	57	38	57	57	66	54
chr8	47369293	47370099	RUNX_peak_2239	0	.	180	200	110	162	261	224	159	244
chr8	48520996	48521622	RUNX_peak_2240	0	.	215	253	171	223	334	266	213	248
chr8	51021333	51021490	RUNX_peak_2241	0	.	37	32	17	11	42	24	22	30
chr8	51899133	51899589	RUNX_peak_2242	0	.	171	123	122	123	187	122	141	157
chr8	52571559	52571804	RUNX_peak_2243	0	.	28	39	37	39	44	47	39	50
chr8	53846240	53846314	RUNX_peak_2244	0	.	19	12	4	14	18	7	19	10
chr8	53847092	53847771	RUNX_peak_2245	0	.	131	125	94	115	150	144	125	121
chr8	54101653	54101807	RUNX_peak_2246	0	.	28	24	13	11	27	21	38	32
chr8	54153219	54153549	RUNX_peak_2247	0	.	54	94	26	62	85	97	57	70
chr8	54268861	54269290	RUNX_peak_2248	0	.	93	101	111	134	166	154	109	123
chr8	55844043	55844941	RUNX_peak_2249	0	.	304	310	206	220	365	242	296	325
chr8	55885396	55886452	RUNX_peak_2250	0	.	338	338	307	304	471	332	319	391
chr8	55990875	55991287	RUNX_peak_2251	0	.	64	83	91	92	99	69	72	87
chr8	56558446	56560302	RUNX_peak_2252	0	.	551	472	437	456	709	622	514	583
chr8	57447943	57448023	RUNX_peak_2253	0	.	17	15	11	14	30	25	16	23
chr8	57448494	57449412	RUNX_peak_2254	0	.	248	215	192	264	334	272	254	311
chr8	57462471	57462705	RUNX_peak_2255	0	.	43	51	34	52	86	76	34	38
chr8	58172895	58173067	RUNX_peak_2256	0	.	19	51	28	40	41	24	33	46
chr8	58595742	58595989	RUNX_peak_2257	0	.	41	29	49	54	55	55	22	65
chr8	59043752	59044141	RUNX_peak_2258	0	.	102	135	83	127	204	155	111	86
chr8	59300875	59301149	RUNX_peak_2259	0	.	73	91	66	63	94	70	60	72
chr8	60583729	60584130	RUNX_peak_2260	0	.	48	90	90	118	135	95	99	117
chr8	60904085	60904594	RUNX_peak_2261	0	.	120	133	113	133	217	180	108	139
chr8	60908898	60910928	RUNX_peak_2262	0	.	535	529	436	412	712	530	432	501
chr8	60911318	60912290	RUNX_peak_2263	0	.	325	308	310	260	440	317	343	328
chr8	60927765	60927823	RUNX_peak_2264	0	.	21	15	6	12	25	17	15	14
chr8	60950851	60951246	RUNX_peak_2265	0	.	110	157	67	158	170	189	155	139
chr8	60999134	61000307	RUNX_peak_2266	0	.	232	228	181	210	355	223	227	280
chr8	61731459	61731799	RUNX_peak_2267	0	.	61	79	22	75	102	85	49	55
chr8	61734737	61735448	RUNX_peak_2268	0	.	130	168	122	152	253	156	148	170
chr8	63169122	63169130	RUNX_peak_2269	0	.	5	10	8	8	19	12	11	6
chr8	63192028	63192279	RUNX_peak_2270	0	.	83	103	46	63	112	90	34	67
chr8	63268862	63269322	RUNX_peak_2271	0	.	36	47	60	86	90	88	49	68
chr8	64817271	64818039	RUNX_peak_2272	0	.	160	130	139	145	168	136	117	138
chr8	65955796	65955971	RUNX_peak_2273	0	.	29	55	27	45	56	63	31	53
chr8	65981204	65982634	RUNX_peak_2274	0	.	317	418	267	307	505	401	341	394
chr8	66009824	66010274	RUNX_peak_2275	0	.	68	108	73	87	178	119	85	79
chr8	66010381	66010908	RUNX_peak_2276	0	.	44	83	65	101	111	68	100	62
chr8	66121275	66121864	RUNX_peak_2277	0	.	140	132	119	135	141	198	101	134
chr8	66123588	66124386	RUNX_peak_2278	0	.	235	209	211	198	332	246	191	249
chr8	66129863	66130283	RUNX_peak_2279	0	.	89	108	80	80	161	119	98	150
chr8	66488331	66488808	RUNX_peak_2280	0	.	93	68	63	78	129	86	97	102
chr8	66713019	66713071	RUNX_peak_2281	0	.	13	13	11	12	24	10	17	20
chr8	67028530	67028710	RUNX_peak_2282	0	.	40	48	33	32	69	52	35	50
